,sample_1,sample_2,sample_3,sample_4
MAR00735,46.7,27.700000000000003,33.4,20.4
MAR00736,46.7,27.700000000000003,33.4,20.4
MAR00738,11.7,3.1,18.6,17.5
MAR00741,37.0,6.1,76.8,33.9
MAR00744,23.4,49.2,27.3,44.5
MAR00746,124.5,55.300000000000004,313.8,95.29999999999998
MAR00748,37.0,3.1,41.7,10.5
MAR00750,87.5,24.6,271.09999999999997,120.69999999999999
MAR00753_f,353.90000000000003,36.8,59.2,243.1
MAR00754,19.4,15.4,18.5,29.4
MAR00758,87.5,24.6,271.09999999999997,120.69999999999999
MAR00760,1.9,9.2,19.2,12.6
MAR00761,62.2,9.2,14.9,77.1
MAR00762,25.2,43.0,93.30000000000001,295.9
MAR00763_f,-1.0,-1.0,-1.0,-1.0
MAR00765,396.59999999999997,110.69999999999999,368.0,215.20000000000002
MAR00766,29.2,15.4,36.1,41.2
MAR00767,190.6,83.0,339.1,114.9
MAR00773,23.4,49.2,27.3,44.5
MAR00775,124.5,55.300000000000004,313.8,95.29999999999998
MAR00779,37.0,3.1,41.7,10.5
MAR00781,-1.0,-1.0,-1.0,-1.0
MAR00783,73.9,33.8,148.5,45.8
MAR00795,33.0,18.4,71.8,74.5
MAR08147,-1.0,-1.0,-1.0,-1.0
MAR08148,25.3,12.3,0.1,98.6
MAR08149,11.7,3.1,0.2,14.7
MAR08150,-1.0,-1.0,-1.0,-1.0
MAR08151,-1.0,-1.0,-1.0,-1.0
MAR08152,-1.0,-1.0,-1.0,-1.0
MAR08155,25.299999999999997,21.5,150.9,43.9
MAR08156,-1.0,-1.0,-1.0,-1.0
MAR08159,-1.0,-1.0,-1.0,-1.0
MAR08162,-1.0,-1.0,-1.0,-1.0
MAR08165,-1.0,-1.0,-1.0,-1.0
MAR08166,13.6,3.1,0.4,6.5
MAR08167,25.299999999999997,21.5,150.9,43.9
MAR08168,1.9,3.1,1.3,16.6
MAR08169,-1.0,-1.0,-1.0,-1.0
MAR08170,-1.0,-1.0,-1.0,-1.0
MAR08171,-1.0,-1.0,-1.0,-1.0
MAR08172,-1.0,-1.0,-1.0,-1.0
MAR08173,-1.0,-1.0,-1.0,-1.0
MAR08174,-1.0,-1.0,-1.0,-1.0
MAR08175,-1.0,-1.0,-1.0,-1.0
MAR08176,-1.0,-1.0,-1.0,-1.0
MAR08177,-1.0,-1.0,-1.0,-1.0
MAR08178,-1.0,-1.0,-1.0,-1.0
MAR08179,-1.0,-1.0,-1.0,-1.0
MAR08180,-1.0,-1.0,-1.0,-1.0
MAR08181,-1.0,-1.0,-1.0,-1.0
MAR08182,-1.0,-1.0,-1.0,-1.0
MAR08183,-1.0,-1.0,-1.0,-1.0
MAR08184,3.9,9.2,22.2,3.3
MAR08185,13.6,3.1,0.4,6.5
MAR08186,13.6,3.1,0.4,6.5
MAR08187,13.6,3.1,0.4,6.5
MAR08188,25.299999999999997,21.5,150.9,43.9
MAR08189,25.299999999999997,21.5,150.9,43.9
MAR08190,-1.0,-1.0,-1.0,-1.0
MAR08191,-1.0,-1.0,-1.0,-1.0
MAR08192,-1.0,-1.0,-1.0,-1.0
MAR08194,-1.0,-1.0,-1.0,-1.0
MAR08197,-1.0,-1.0,-1.0,-1.0
MAR08198,-1.0,-1.0,-1.0,-1.0
MAR08201,7.8,3.1,29.7,6.3
MAR00786,3.9,3.1,0.9,14.1
MAR08206,1.9,6.1,1.1,17.3
MAR08209,-1.0,-1.0,-1.0,-1.0
MAR08210,-1.0,-1.0,-1.0,-1.0
MAR08211,340.3,30.7,49.9,228.7
MAR08212,1.9,6.1,1.1,17.3
MAR08217,13.6,6.1,7.4,9.4
MAR08219,19.4,15.4,18.5,29.4
MAR08220,19.4,15.4,18.5,29.4
MAR08221,-1.0,-1.0,-1.0,-1.0
MAR08224,-1.0,-1.0,-1.0,-1.0
MAR08226,-1.0,-1.0,-1.0,-1.0
MAR08227,-1.0,-1.0,-1.0,-1.0
MAR08228,-1.0,-1.0,-1.0,-1.0
MAR08233,33.1,3.1,36.0,18.5
MAR08235,33.1,3.1,36.0,18.5
MAR08237,37.0,3.1,41.7,10.5
MAR08238,37.0,3.1,41.7,10.5
MAR08242,-1.0,-1.0,-1.0,-1.0
MAR08245,-1.0,-1.0,-1.0,-1.0
MAR08246,33.0,18.4,71.8,74.5
MAR08248,62.2,9.2,14.9,77.1
MAR08249,-1.0,-1.0,-1.0,-1.0
MAR08250,-1.0,-1.0,-1.0,-1.0
MAR08251,-1.0,-1.0,-1.0,-1.0
MAR00453_f,799.3,335.0,837.8,1432.9
MAR00456,192.5,362.70000000000005,1478.0,1356.0
MAR00458,799.3,335.0,837.8,1432.9
MAR00459,192.5,362.70000000000005,1478.0,1356.0
MAR00463,149.70000000000002,138.3,370.70000000000005,676.1
MAR00486,11.6,9.2,67.4,75.6
MAR00487,11.6,9.2,67.4,75.6
MAR00488,11.6,9.2,67.4,75.6
MAR00489,11.6,9.2,67.4,75.6
MAR00490,11.6,9.2,67.4,75.6
MAR00491,11.6,9.2,67.4,75.6
MAR00492,11.6,9.2,67.4,75.6
MAR00493,11.6,9.2,67.4,75.6
MAR00494,11.6,9.2,67.4,75.6
MAR00495,11.6,9.2,67.4,75.6
MAR00496,11.6,9.2,67.4,75.6
MAR00497,11.6,9.2,67.4,75.6
MAR00498,11.6,9.2,67.4,75.6
MAR00499,11.6,9.2,67.4,75.6
MAR00500,11.6,9.2,67.4,75.6
MAR00501,11.6,9.2,67.4,75.6
MAR00502,11.6,9.2,67.4,75.6
MAR00503,11.6,9.2,67.4,75.6
MAR00504,11.6,9.2,67.4,75.6
MAR00505,11.6,9.2,67.4,75.6
MAR00506,11.6,9.2,67.4,75.6
MAR00507,11.6,9.2,67.4,75.6
MAR00508,11.6,9.2,67.4,75.6
MAR00509,11.6,9.2,67.4,75.6
MAR00510,11.6,9.2,67.4,75.6
MAR00511,11.6,9.2,67.4,75.6
MAR00512,11.6,9.2,67.4,75.6
MAR00513,11.6,9.2,67.4,75.6
MAR00514,11.6,9.2,67.4,75.6
MAR00515,11.6,9.2,67.4,75.6
MAR00516,11.6,9.2,67.4,75.6
MAR00517,11.6,9.2,67.4,75.6
MAR00518,11.6,9.2,67.4,75.6
MAR00519,11.6,9.2,67.4,75.6
MAR00520,11.6,9.2,67.4,75.6
MAR00521,11.6,9.2,67.4,75.6
MAR00522,11.6,9.2,67.4,75.6
MAR00523,11.6,9.2,67.4,75.6
MAR00524,11.6,9.2,67.4,75.6
MAR00525,11.6,9.2,67.4,75.6
MAR00526,11.6,9.2,67.4,75.6
MAR00527,11.6,9.2,67.4,75.6
MAR00528,11.6,9.2,67.4,75.6
MAR00529,11.6,9.2,67.4,75.6
MAR00530,11.6,9.2,67.4,75.6
MAR00531,11.6,9.2,67.4,75.6
MAR00532,11.6,9.2,67.4,75.6
MAR00533,11.6,9.2,67.4,75.6
MAR00534,11.6,9.2,67.4,75.6
MAR00535,11.6,9.2,67.4,75.6
MAR00536,11.6,9.2,67.4,75.6
MAR00537,11.6,9.2,67.4,75.6
MAR00538,11.6,9.2,67.4,75.6
MAR00539,11.6,9.2,67.4,75.6
MAR00540,11.6,9.2,67.4,75.6
MAR00541,11.6,9.2,67.4,75.6
MAR00542,11.6,9.2,67.4,75.6
MAR00543,11.6,9.2,67.4,75.6
MAR00544,11.6,9.2,67.4,75.6
MAR00588,229.49999999999997,82.8,387.4,169.79999999999998
MAR00596,190.6,83.0,339.1,114.9
MAR00673,13.6,6.1,3.7,6.8
MAR00674,13.6,6.1,3.7,6.8
MAR00675,13.6,6.1,3.7,6.8
MAR00676,13.6,6.1,3.7,6.8
MAR00677,13.6,6.1,3.7,6.8
MAR00678,13.6,6.1,3.7,6.8
MAR04296,-1.0,-1.0,-1.0,-1.0
MAR04390_f,-1.0,-1.0,-1.0,-1.0
MAR05254,149.70000000000002,138.3,370.70000000000005,676.1
MAR07599,46.7,9.2,63.400000000000006,18.7
MAR00448,29.099999999999998,21.5,40.2,136.6
MAR00450,29.099999999999998,21.5,40.2,136.6
MAR00468,87.6,43.0,196.6,148.9
MAR00478,5.8,15.4,97.3,207.7
MAR00479,15.5,36.9,98.3,224.7
MAR00481,15.5,36.9,98.3,224.7
MAR00482,19.4,3.1,2.9,3.4
MAR00484_f,1.9,9.2,10.0,9.2
MAR00579,11.6,9.2,67.4,75.6
MAR00580,229.49999999999997,82.8,387.4,169.79999999999998
MAR00581,56.400000000000006,6.2,19.9,26.7
MAR00582,13.6,3.1,4.2,5.0
MAR00584,-1.0,-1.0,-1.0,-1.0
MAR00586,-1.0,-1.0,-1.0,-1.0
MAR00589,229.49999999999997,82.8,387.4,169.79999999999998
MAR00590,229.49999999999997,82.8,387.4,169.79999999999998
MAR00591,229.49999999999997,82.8,387.4,169.79999999999998
MAR00592,229.49999999999997,82.8,387.4,169.79999999999998
MAR00593,229.49999999999997,82.8,387.4,169.79999999999998
MAR00594,229.49999999999997,82.8,387.4,169.79999999999998
MAR00597,190.6,83.0,339.1,114.9
MAR00598,190.6,83.0,339.1,114.9
MAR00599,190.6,83.0,339.1,114.9
MAR00600,190.6,83.0,339.1,114.9
MAR00601,190.6,83.0,339.1,114.9
MAR00602,190.6,83.0,339.1,114.9
MAR00610,44.7,30.7,36.5,30.3
MAR00613,44.7,30.7,36.5,30.3
MAR00614,46.7,9.2,63.400000000000006,18.7
MAR00615,46.7,9.2,63.400000000000006,18.7
MAR00616,40.8,15.4,6.3,13.5
MAR00622,9.7,3.1,4.0,13.7
MAR00623,15.6,3.1,27.1,15.9
MAR00625,87.6,43.0,196.6,148.9
MAR00627,40.8,15.4,6.3,13.5
MAR00629,-1.0,-1.0,-1.0,-1.0
MAR00630,149.70000000000002,138.3,370.70000000000005,676.1
MAR00632,62.2,3.1,1.6,2.0
MAR00633,145.7,384.1,200.70000000000002,324.59999999999997
MAR00634,-1.0,-1.0,-1.0,-1.0
MAR00635,-1.0,-1.0,-1.0,-1.0
MAR00636,9.7,15.299999999999999,18.2,11.100000000000001
MAR00638,15.6,6.1,33.6,19.9
MAR00640,-1.0,-1.0,-1.0,-1.0
MAR00641,-1.0,-1.0,-1.0,-1.0
MAR00642,-1.0,-1.0,-1.0,-1.0
MAR00643,149.70000000000002,138.3,370.70000000000005,676.1
MAR00644,62.2,3.1,1.6,2.0
MAR00645,145.7,384.1,200.70000000000002,324.59999999999997
MAR00646,-1.0,-1.0,-1.0,-1.0
MAR00647,-1.0,-1.0,-1.0,-1.0
MAR00648,70.0,79.89999999999999,253.5,150.70000000000002
MAR00649,-1.0,-1.0,-1.0,-1.0
MAR00651,15.6,61.5,163.4,111.6
MAR00653,21.4,18.4,213.1,23.8
MAR00654,21.4,18.4,213.1,23.8
MAR00657,21.4,18.4,213.1,23.8
MAR00660,-1.0,-1.0,-1.0,-1.0
MAR04627,3.9,9.2,363.4,61.7
MAR04838,3.9,9.2,363.4,61.7
MAR04839,3.9,9.2,363.4,61.7
MAR07591_f,83.6,119.9,315.0,1034.2
MAR07594,17.5,9.2,32.1,41.2
MAR07597,-1.0,-1.0,-1.0,-1.0
MAR07601,-1.0,-1.0,-1.0,-1.0
MAR07611,163.4,125.9,102.2,195.8
MAR07612,-1.0,-1.0,-1.0,-1.0
MAR07613,62.2,3.1,1.6,2.0
MAR07755,13.6,21.5,105.9,64.8
MAR08362_f,-1.0,-1.0,-1.0,-1.0
MAR08421,-1.0,-1.0,-1.0,-1.0
MAR08424,-1.0,-1.0,-1.0,-1.0
MAR08518,163.4,125.9,102.2,195.8
MAR08519,-1.0,-1.0,-1.0,-1.0
MAR08521,62.2,3.1,1.6,2.0
MAR08522,-1.0,-1.0,-1.0,-1.0
MAR08523,-1.0,-1.0,-1.0,-1.0
MAR08525,-1.0,-1.0,-1.0,-1.0
MAR09805,-1.0,-1.0,-1.0,-1.0
MAR00815,-1.0,-1.0,-1.0,-1.0
MAR00816,13.6,3.1,0.4,6.5
MAR00817,25.299999999999997,21.5,150.9,43.9
MAR00819,3.9,3.1,0.9,14.1
MAR00820,3.9,9.2,22.2,3.3
MAR00821,95.19999999999999,46.1,114.3,134.0
MAR00822,-1.0,-1.0,-1.0,-1.0
MAR00823,1.9,3.1,1.3,16.6
MAR00824,3.9,9.2,22.2,3.3
MAR00825,42.699999999999996,6.2,150.0,81.4
MAR00827,-1.0,-1.0,-1.0,-1.0
MAR00828,95.19999999999999,46.1,114.3,134.0
MAR00829,13.6,3.1,0.4,6.5
MAR00830,3.9,3.1,0.9,14.1
MAR00837,25.299999999999997,21.5,150.9,43.9
MAR00838,42.699999999999996,6.2,150.0,81.4
MAR00839,-1.0,-1.0,-1.0,-1.0
MAR00840,-1.0,-1.0,-1.0,-1.0
MAR00841,-1.0,-1.0,-1.0,-1.0
MAR00842,-1.0,-1.0,-1.0,-1.0
MAR00843,13.6,3.1,0.4,6.5
MAR00844,25.299999999999997,21.5,150.9,43.9
MAR00845,42.699999999999996,6.2,150.0,81.4
MAR00846,-1.0,-1.0,-1.0,-1.0
MAR00847,42.699999999999996,6.2,150.0,81.4
MAR00848,-1.0,-1.0,-1.0,-1.0
MAR00849,3.9,9.2,22.2,3.3
MAR00850,42.699999999999996,6.2,150.0,81.4
MAR00851,-1.0,-1.0,-1.0,-1.0
MAR00852,-1.0,-1.0,-1.0,-1.0
MAR00853,-1.0,-1.0,-1.0,-1.0
MAR00854,-1.0,-1.0,-1.0,-1.0
MAR00855,-1.0,-1.0,-1.0,-1.0
MAR00856,-1.0,-1.0,-1.0,-1.0
MAR00857,13.6,3.1,0.4,6.5
MAR00858,-1.0,-1.0,-1.0,-1.0
MAR00928_f,1.9,6.1,1.1,17.3
MAR00801,25.3,12.3,0.1,98.6
MAR00803,13.6,6.1,7.4,9.4
MAR00805,11.7,3.1,0.2,14.7
MAR00806,11.7,3.1,0.2,14.7
MAR00807,95.19999999999999,46.1,114.3,134.0
MAR00809,-1.0,-1.0,-1.0,-1.0
MAR00810,-1.0,-1.0,-1.0,-1.0
MAR00811,7.8,3.1,29.7,6.3
MAR00812,25.299999999999997,21.5,150.9,43.9
MAR00813,-1.0,-1.0,-1.0,-1.0
MAR00814,-1.0,-1.0,-1.0,-1.0
MAR00859,-1.0,-1.0,-1.0,-1.0
MAR00860,-1.0,-1.0,-1.0,-1.0
MAR00861,25.299999999999997,24.6,20.7,10.6
MAR00862,-1.0,-1.0,-1.0,-1.0
MAR00863,-1.0,-1.0,-1.0,-1.0
MAR00864,-1.0,-1.0,-1.0,-1.0
MAR00865,-1.0,-1.0,-1.0,-1.0
MAR00866,-1.0,-1.0,-1.0,-1.0
MAR00867,44.7,3.1,0.3,27.5
MAR00868,44.7,3.1,0.3,27.5
MAR00870,-1.0,-1.0,-1.0,-1.0
MAR00871,-1.0,-1.0,-1.0,-1.0
MAR00873_f,-1.0,-1.0,-1.0,-1.0
MAR00875,175.10000000000002,15.299999999999999,186.6,69.3
MAR00876,5.8,6.1,77.9,7.5
MAR00877,-1.0,-1.0,-1.0,-1.0
MAR00878,-1.0,-1.0,-1.0,-1.0
MAR00879,-1.0,-1.0,-1.0,-1.0
MAR00880,-1.0,-1.0,-1.0,-1.0
MAR00881,44.7,3.1,0.3,27.5
MAR00882,-1.0,-1.0,-1.0,-1.0
MAR00883,-1.0,-1.0,-1.0,-1.0
MAR00884,44.7,3.1,0.3,27.5
MAR00885,-1.0,-1.0,-1.0,-1.0
MAR00886,-1.0,-1.0,-1.0,-1.0
MAR00887,44.7,3.1,0.3,27.5
MAR00888,-1.0,-1.0,-1.0,-1.0
MAR00889,15.6,33.8,17.6,18.2
MAR00890,175.10000000000002,15.299999999999999,186.6,69.3
MAR00891,15.6,33.8,17.6,18.2
MAR00892,-1.0,-1.0,-1.0,-1.0
MAR00893,-1.0,-1.0,-1.0,-1.0
MAR00894,-1.0,-1.0,-1.0,-1.0
MAR00895,-1.0,-1.0,-1.0,-1.0
MAR00896,-1.0,-1.0,-1.0,-1.0
MAR00897,-1.0,-1.0,-1.0,-1.0
MAR00898,-1.0,-1.0,-1.0,-1.0
MAR00899,-1.0,-1.0,-1.0,-1.0
MAR00900,-1.0,-1.0,-1.0,-1.0
MAR00901,44.7,3.1,0.3,27.5
MAR00902,44.7,3.1,0.3,27.5
MAR00903,-1.0,-1.0,-1.0,-1.0
MAR00904,-1.0,-1.0,-1.0,-1.0
MAR00905,44.7,3.1,0.3,27.5
MAR00906,7.8,9.2,32.5,13.3
MAR00907,-1.0,-1.0,-1.0,-1.0
MAR00908,-1.0,-1.0,-1.0,-1.0
MAR00909,-1.0,-1.0,-1.0,-1.0
MAR00910,5.8,6.1,77.9,7.5
MAR00911,-1.0,-1.0,-1.0,-1.0
MAR00912_f,-1.0,-1.0,-1.0,-1.0
MAR00787,-1.0,-1.0,-1.0,-1.0
MAR00790,40.8,12.299999999999999,159.4,92.0
MAR00792,1.9,6.1,1.1,17.3
MAR00793,-1.0,-1.0,-1.0,-1.0
MAR00794,-1.0,-1.0,-1.0,-1.0
MAR00797,33.0,18.4,71.8,74.5
MAR00804,95.19999999999999,46.1,114.3,134.0
MAR00808,95.19999999999999,46.1,114.3,134.0
MAR00826,42.699999999999996,6.2,150.0,81.4
MAR00832,3.9,3.1,0.9,14.1
MAR00834,42.699999999999996,6.2,150.0,81.4
MAR00835,15.6,6.1,20.7,4.5
MAR00836,95.19999999999999,46.1,114.3,134.0
MAR00914,-1.0,-1.0,-1.0,-1.0
MAR00915_f,1.9,6.1,1.1,17.3
MAR00919,-1.0,-1.0,-1.0,-1.0
MAR00920,-1.0,-1.0,-1.0,-1.0
MAR00921,-1.0,-1.0,-1.0,-1.0
MAR00924,396.59999999999997,110.69999999999999,368.0,215.20000000000002
MAR00925,396.59999999999997,110.69999999999999,368.0,215.20000000000002
MAR00926,396.59999999999997,110.69999999999999,368.0,215.20000000000002
MAR07188,-1.0,-1.0,-1.0,-1.0
MAR08378_f,-1.0,-1.0,-1.0,-1.0
MAR08379,38.9,89.19999999999999,97.0,87.39999999999999
MAR07185,38.9,89.19999999999999,97.0,87.39999999999999
MAR08380,13.6,6.1,9.2,4.4
MAR07186,13.6,6.1,9.2,4.4
MAR08381,-1.0,-1.0,-1.0,-1.0
MAR07187,-1.0,-1.0,-1.0,-1.0
MAR08383,19.4,3.1,15.7,5.4
MAR08384,5.8,3.1,14.9,7.3
MAR08385,-1.0,-1.0,-1.0,-1.0
MAR08387,5.8,3.1,14.9,7.3
MAR08388,-1.0,-1.0,-1.0,-1.0
MAR08389,-1.0,-1.0,-1.0,-1.0
MAR08390,-1.0,-1.0,-1.0,-1.0
MAR08391,-1.0,-1.0,-1.0,-1.0
MAR08392,-1.0,-1.0,-1.0,-1.0
MAR08393,21.4,43.0,24.0,27.0
MAR08394,-1.0,-1.0,-1.0,-1.0
MAR08395,21.4,43.0,24.0,27.0
MAR08396,21.4,43.0,24.0,27.0
MAR08397,-1.0,-1.0,-1.0,-1.0
MAR08398,21.4,43.0,24.0,27.0
MAR08399,-1.0,-1.0,-1.0,-1.0
MAR08401,21.4,43.0,24.0,27.0
MAR08402,9.7,3.1,6.0,7.2
MAR08403,-1.0,-1.0,-1.0,-1.0
MAR08404,9.7,3.1,6.0,7.2
MAR08405,-1.0,-1.0,-1.0,-1.0
MAR08406,9.7,3.1,6.0,7.2
MAR08407,9.7,3.1,6.0,7.2
MAR01979,-1.0,-1.0,-1.0,-1.0
MAR01980,-1.0,-1.0,-1.0,-1.0
MAR01981,-1.0,-1.0,-1.0,-1.0
MAR01985,-1.0,-1.0,-1.0,-1.0
MAR01987_f,-1.0,-1.0,-1.0,-1.0
MAR01988,-1.0,-1.0,-1.0,-1.0
MAR01995,-1.0,-1.0,-1.0,-1.0
MAR01996,-1.0,-1.0,-1.0,-1.0
MAR01999,-1.0,-1.0,-1.0,-1.0
MAR02000,-1.0,-1.0,-1.0,-1.0
MAR02001,-1.0,-1.0,-1.0,-1.0
MAR01305,-1.0,-1.0,-1.0,-1.0
MAR01307,-1.0,-1.0,-1.0,-1.0
MAR01308,-1.0,-1.0,-1.0,-1.0
MAR01310_f,-1.0,-1.0,-1.0,-1.0
MAR01312,208.1,430.20000000000005,229.3,422.29999999999995
MAR01313,-1.0,-1.0,-1.0,-1.0
MAR01315_f,-1.0,-1.0,-1.0,-1.0
MAR01317_f,-1.0,-1.0,-1.0,-1.0
MAR01318_f,-1.0,-1.0,-1.0,-1.0
MAR01319_f,-1.0,-1.0,-1.0,-1.0
MAR01320_f,-1.0,-1.0,-1.0,-1.0
MAR01321_f,-1.0,-1.0,-1.0,-1.0
MAR01322_f,-1.0,-1.0,-1.0,-1.0
MAR01323_f,-1.0,-1.0,-1.0,-1.0
MAR01324_f,-1.0,-1.0,-1.0,-1.0
MAR01325,31.1,33.8,451.0,497.6
MAR01326,31.1,33.8,451.0,497.6
MAR01327,142.0,719.0999999999999,861.8,1045.7
MAR01328_f,-1.0,-1.0,-1.0,-1.0
MAR01329_f,31.1,33.8,451.0,497.6
MAR01330,177.0,6.1,1.7,1.0
MAR01332_f,-1.0,-1.0,-1.0,-1.0
MAR01333_f,-1.0,-1.0,-1.0,-1.0
MAR01334_f,-1.0,-1.0,-1.0,-1.0
MAR01335_f,-1.0,-1.0,-1.0,-1.0
MAR01336_f,-1.0,-1.0,-1.0,-1.0
MAR01337_f,-1.0,-1.0,-1.0,-1.0
MAR01338_f,-1.0,-1.0,-1.0,-1.0
MAR01339_f,-1.0,-1.0,-1.0,-1.0
MAR01341_f,-1.0,-1.0,-1.0,-1.0
MAR01342_f,-1.0,-1.0,-1.0,-1.0
MAR01343_f,-1.0,-1.0,-1.0,-1.0
MAR01344_f,23.3,18.4,277.8,80.8
MAR01345_f,-1.0,-1.0,-1.0,-1.0
MAR01346,-1.0,-1.0,-1.0,-1.0
MAR01347_f,-1.0,-1.0,-1.0,-1.0
MAR01350,-1.0,-1.0,-1.0,-1.0
MAR01352_f,190.6,83.0,339.1,114.9
MAR01355,-1.0,-1.0,-1.0,-1.0
MAR01356,-1.0,-1.0,-1.0,-1.0
MAR01357,-1.0,-1.0,-1.0,-1.0
MAR01358,-1.0,-1.0,-1.0,-1.0
MAR01359,-1.0,-1.0,-1.0,-1.0
MAR01360,-1.0,-1.0,-1.0,-1.0
MAR01361,-1.0,-1.0,-1.0,-1.0
MAR01362,-1.0,-1.0,-1.0,-1.0
MAR01363_f,-1.0,-1.0,-1.0,-1.0
MAR01364,-1.0,-1.0,-1.0,-1.0
MAR01365,-1.0,-1.0,-1.0,-1.0
MAR01366_f,-1.0,-1.0,-1.0,-1.0
MAR01367_f,2390.1,4822.3,9300.699999999999,12087.199999999999
MAR01370_f,2359.0,4788.5,8849.699999999999,11589.6
MAR01373_f,-1.0,-1.0,-1.0,-1.0
MAR01374_f,-1.0,-1.0,-1.0,-1.0
MAR01375_f,-1.0,-1.0,-1.0,-1.0
MAR01376_f,-1.0,-1.0,-1.0,-1.0
MAR01379_f,2359.0,4788.5,8849.699999999999,11589.6
MAR01382_f,31.1,33.8,451.0,497.6
MAR01383_f,-1.0,-1.0,-1.0,-1.0
MAR01384_f,2359.0,4788.5,8849.699999999999,11589.6
MAR01387_f,31.1,33.8,451.0,497.6
MAR01388,-1.0,-1.0,-1.0,-1.0
MAR01389_f,-1.0,-1.0,-1.0,-1.0
MAR01390,-1.0,-1.0,-1.0,-1.0
MAR01391,-1.0,-1.0,-1.0,-1.0
MAR01393_f,-1.0,-1.0,-1.0,-1.0
MAR01394_f,208.1,430.20000000000005,229.3,422.29999999999995
MAR01395_f,-1.0,-1.0,-1.0,-1.0
MAR01398_f,2359.0,4788.5,8849.699999999999,11589.6
MAR01401_f,-1.0,-1.0,-1.0,-1.0
MAR01402_f,-1.0,-1.0,-1.0,-1.0
MAR00703,23.3,9.2,1.6,8.3
MAR00705,21.4,9.2,24.4,27.7
MAR00706,21.4,9.2,24.4,27.7
MAR00708,21.4,9.2,24.4,27.7
MAR07598,190.6,83.0,339.1,114.9
MAR07600,87.6,43.0,196.6,148.9
MAR07602,62.2,3.1,1.6,2.0
MAR07603,149.70000000000002,138.3,370.70000000000005,676.1
MAR07604_f,46.7,9.2,63.400000000000006,18.7
MAR07605,-1.0,-1.0,-1.0,-1.0
MAR07606,-1.0,-1.0,-1.0,-1.0
MAR07607,-1.0,-1.0,-1.0,-1.0
MAR07610_f,87.6,43.0,196.6,148.9
MAR07614,62.2,3.1,1.6,2.0
MAR07615,149.70000000000002,138.3,370.70000000000005,676.1
MAR07200,-1.0,-1.0,-1.0,-1.0
MAR07202,17.5,6.1,15.9,16.0
MAR07203,15.6,3.1,12.7,8.9
MAR07205,46.7,12.3,22.2,14.9
MAR07206,-1.0,-1.0,-1.0,-1.0
MAR07207,15.5,6.2,24.9,12.899999999999999
MAR07208,-1.0,-1.0,-1.0,-1.0
MAR07209,1.9,3.1,9.3,2.8
