GeneID,healthy,diseased
ENSG00000204977,12.26,13.49
ENSG00000102554,7.718,7.68
ENSG00000005810,4.204,2.697
ENSG00000125257,6.17,9.404
ENSG00000139793,241.6,248.9
ENSG00000065150,7.155,13.42
ENSG00000169508,0.7493,1.588
ENSG00000125304,311.9,375.1
ENSG00000102524,5.152,3.64
ENSG00000187498,4.264,1.497
ENSG00000134871,4.77,2.528
ENSG00000088448,22.7,17.88
ENSG00000185896,810.4,819.2
ENSG00000198176,45.57,46.73
ENSG00000130177,120.9,132.3
ENSG00000129484,40.16,37.75
ENSG00000100823,69.04,45.6
ENSG00000258818,792.2,806.1
ENSG00000169413,86.94,48.61
ENSG00000129562,678.3,683.6
ENSG00000155463,14.66,17.23
ENSG00000155465,5.29,4.53
ENSG00000197324,35.36,36.09
ENSG00000100462,19.79,45.56
ENSG00000129473,2.417,3.266
ENSG00000092010,49.8,38.63
ENSG00000100911,58.08,68.39
ENSG00000254505,236.2,318.1
ENSG00000100938,15.64,16.23
ENSG00000129467,0.518,1.025
ENSG00000129465,6.57,7.253
ENSG00000100453,0.8504,2.403
ENSG00000129518,23.63,39.19
ENSG00000129515,3.354,2.054
ENSG00000165410,17.85,18.01
ENSG00000092020,5.277,5.825
ENSG00000100906,37.53,43.32
ENSG00000100916,19.13,19.55
ENSG00000129514,41.65,36.7
ENSG00000100934,69.76,68.42
ENSG00000100479,2.774,1.764
ENSG00000165516,106.3,100.1
ENSG00000125375,1.655,2.03
ENSG00000100504,70.59,75.29
ENSG00000139921,4.488,3.238
ENSG00000197930,73.36,66.76
ENSG00000100519,14.99,14.74
ENSG00000073712,0.2089,0.4427
ENSG00000125378,1.193,1.054
ENSG00000100526,11.95,8.445
ENSG00000100532,7.77,3.416
ENSG00000168175,4.511,6.232
ENSG00000126787,0.8208,0.9941
ENSG00000126777,22.97,30.39
ENSG00000100575,7.768,3.252
ENSG00000100592,15.43,22.25
ENSG00000050130,17.57,23.91
ENSG00000100612,277.4,383.1
ENSG00000020426,27.62,12.55
ENSG00000027075,0.8292,0.8633
ENSG00000100644,19.74,27.77
ENSG00000154001,1.668,1.768
ENSG00000126821,28.25,22.36
ENSG00000054654,1.87,2.254
ENSG00000140009,0.137,0.1291
ENSG00000100714,21.33,26.0
ENSG00000089775,4.726,5.762
ENSG00000176153,21.83,34.1
ENSG00000100554,132.9,116.5
ENSG00000134001,86.05,72.04
ENSG00000100652,94.08,124.5
ENSG00000080815,26.47,34.9
ENSG00000170348,35.08,43.75
ENSG00000170345,8.221,10.33
ENSG00000100577,6.454,11.07
ENSG00000100591,180.4,169.7
ENSG00000100596,3.543,5.323
ENSG00000071537,0.04481,0.1266
ENSG00000185070,0.2076,0.2933
ENSG00000140030,7.498,5.538
ENSG00000100764,1.033,1.004
ENSG00000119720,0.4336,0.4212
ENSG00000198668,17.72,25.15
ENSG00000100600,1.694,1.197
ENSG00000012963,19.98,25.73
ENSG00000196136,118.0,84.77
ENSG00000090060,71.33,70.24
ENSG00000100749,14.06,21.41
ENSG00000196405,35.76,26.45
ENSG00000140105,44.69,43.14
ENSG00000080824,315.4,456.2
ENSG00000100664,0.8957,0.0904
ENSG00000088808,2.319,0.7022
ENSG00000142208,85.08,75.81
ENSG00000170779,1.884,0.8874
ENSG00000182979,13.59,16.65
ENSG00000128739,8.905,7.142
ENSG00000273173,17.9,14.36
ENSG00000166206,0.3057,0.2159
ENSG00000104067,45.47,54.44
ENSG00000137801,2.27,1.185
ENSG00000104081,3.098,2.736
ENSG00000137843,0.3291,0.2325
ENSG00000128944,18.91,20.3
ENSG00000128917,1.459,0.7926
ENSG00000128965,1.264,1.876
ENSG00000187446,66.99,69.51
ENSG00000104147,0.9329,2.197
ENSG00000137804,27.11,18.6
ENSG00000137822,0.5527,0.781
ENSG00000067369,0.3279,0.4633
ENSG00000166710,5124.0,5270.0
ENSG00000137767,13.42,19.25
ENSG00000140285,3.467,3.572
ENSG00000140284,68.0,68.37
ENSG00000104064,9.998,9.535
ENSG00000069966,0.3607,0.1853
ENSG00000128989,19.91,20.77
ENSG00000169856,14.47,9.527
ENSG00000137876,76.51,89.7
ENSG00000069974,15.38,27.48
ENSG00000069943,11.24,13.37
ENSG00000103569,94.86,99.75
ENSG00000137845,26.9,32.02
ENSG00000157456,2.067,2.19
ENSG00000140297,1.48,0.5504
ENSG00000140307,10.0,12.19
ENSG00000182718,1168.0,1413.0
ENSG00000140416,23.29,30.04
ENSG00000185088,25.1,44.18
ENSG00000166797,67.23,65.89
ENSG00000186198,2.525,3.171
ENSG00000166855,53.49,53.82
ENSG00000074696,34.01,22.28
ENSG00000075131,6.933,7.576
ENSG00000174444,1185.0,1220.0
ENSG00000174442,9.726,10.1
ENSG00000166949,26.51,23.22
ENSG00000137764,2.176,1.286
ENSG00000137807,6.104,4.107
ENSG00000213614,0.1519,0.1073
ENSG00000140459,9.626,11.26
ENSG00000140465,18.16,47.78
ENSG00000140505,4.295,4.335
ENSG00000178802,0.4574,0.09233
ENSG00000140367,11.63,23.18
ENSG00000167196,3.704,3.177
ENSG00000140374,892.7,782.5
ENSG00000140391,2.18,1.112
ENSG00000166411,65.39,65.85
ENSG00000140395,12.37,5.892
ENSG00000041357,76.76,92.64
ENSG00000185787,13.52,13.16
ENSG00000140379,63.45,68.86
ENSG00000103876,133.3,80.74
ENSG00000172379,0.2946,1.082
ENSG00000183496,1.355,3.988
ENSG00000103942,3.28,4.019
ENSG00000166503,0.6183,0.1048
ENSG00000140612,474.2,532.2
ENSG00000181026,6.853,3.116
ENSG00000172183,1.439,2.287
ENSG00000140525,2.031,0.7727
ENSG00000166819,2.873,2.399
ENSG00000166821,2.413,4.613
ENSG00000185033,15.03,16.25
ENSG00000185043,116.3,157.6
ENSG00000182768,43.01,56.46
ENSG00000140575,51.83,50.47
ENSG00000140564,23.05,22.39
ENSG00000198901,1.234,1.569
ENSG00000185551,14.71,9.258
ENSG00000140450,256.1,254.7
ENSG00000140443,0.2581,0.5268
ENSG00000131871,2.993,3.436
ENSG00000086506,8.736,2.057
ENSG00000103126,0.1487,0.07002
ENSG00000103266,13.72,6.081
ENSG00000103260,11.8,9.155
ENSG00000103245,13.07,20.96
ENSG00000197253,0.3299,0.9324
ENSG00000172236,0.3297,0.9316
ENSG00000206053,6.97,4.85
ENSG00000140988,145.6,127.6
ENSG00000167969,495.8,480.8
ENSG00000205937,45.66,60.83
ENSG00000162063,1.817,0.7704
ENSG00000162066,20.53,12.93
ENSG00000167977,6.948,10.26
ENSG00000103313,0.4877,1.654
ENSG00000213918,0.7099,0.9473
ENSG00000126602,3.025,4.037
ENSG00000005339,2.089,1.905
ENSG00000103423,10.43,7.469
ENSG00000140650,18.45,7.517
ENSG00000187555,11.95,14.61
ENSG00000179583,0.07739,0.02734
ENSG00000103222,5.938,6.667
ENSG00000170537,0.5916,0.4179
ENSG00000103540,2.777,3.089
ENSG00000102897,65.65,61.72
ENSG00000140749,240.2,233.0
ENSG00000103319,1.287,1.818
ENSG00000168434,1.998,1.569
ENSG00000077238,5.176,8.66
ENSG00000205609,5.054,5.813
ENSG00000197165,0.2527,0.7141
ENSG00000196502,24.41,26.95
ENSG00000184110,4.92,5.591
ENSG00000213658,7.349,4.903
ENSG00000213648,26.14,29.16
ENSG00000013364,39.82,41.59
ENSG00000285043,164.9,135.0
ENSG00000149925,110.4,90.31
ENSG00000102882,116.4,132.2
ENSG00000102879,6.731,5.853
ENSG00000261052,26.06,29.07
ENSG00000005844,13.22,13.89
ENSG00000103496,73.01,72.49
ENSG00000052344,46.87,41.09
ENSG00000171241,0.431,0.174
ENSG00000129636,35.92,30.33
ENSG00000102893,5.738,7.535
ENSG00000087245,5.163,10.48
ENSG00000198848,1409.0,1308.0
ENSG00000167005,3.325,7.17
ENSG00000125148,16450.0,16080.0
ENSG00000169715,911.5,1781.0
ENSG00000205364,2045.0,2071.0
ENSG00000205362,128.1,131.7
ENSG00000198417,164.7,115.8
ENSG00000125144,210700.0,219800.0
ENSG00000205358,3145.0,3835.0
ENSG00000187193,497.6,610.3
ENSG00000102900,0.2963,0.6579
ENSG00000051108,118.4,104.9
ENSG00000140853,0.1489,0.1403
ENSG00000102962,21.21,4.468
ENSG00000005194,2.466,4.231
ENSG00000182885,0.2178,0.1539
ENSG00000070770,6.842,12.95
ENSG00000181938,3.484,1.641
ENSG00000166595,532.2,624.8
ENSG00000172831,38.8,28.97
ENSG00000102974,4.842,5.026
ENSG00000102977,5.86,1.035
ENSG00000168286,0.8196,0.2895
ENSG00000205220,2.754,0.5559
ENSG00000072736,7.309,7.329
ENSG00000103067,8.643,7.564
ENSG00000103066,2.612,4.273
ENSG00000039068,38.22,38.41
ENSG00000181019,47.72,22.4
ENSG00000090861,48.45,50.95
ENSG00000103051,27.39,22.98
ENSG00000140830,52.9,54.01
ENSG00000257017,960.6,906.5
ENSG00000261701,807.6,905.4
ENSG00000065457,0.6485,0.1833
ENSG00000166848,104.8,120.5
ENSG00000166454,16.24,12.11
ENSG00000140943,3.486,1.232
ENSG00000140968,12.95,10.54
ENSG00000103257,4.584,7.793
ENSG00000167513,1.443,0.4077
ENSG00000167695,3.719,0.9553
ENSG00000167699,4.729,8.353
ENSG00000177370,1.45,1.536
ENSG00000167193,9.684,8.041
ENSG00000174238,42.19,43.74
ENSG00000007168,47.64,35.86
ENSG00000083457,2.877,4.16
ENSG00000132388,59.83,59.24
ENSG00000142507,451.8,438.5
ENSG00000108523,379.1,420.8
ENSG00000108518,2132.0,2195.0
ENSG00000091640,18.47,18.64
ENSG00000108559,16.32,13.92
ENSG00000108561,278.2,212.8
ENSG00000198920,3.579,2.9
ENSG00000141485,9.055,8.881
ENSG00000132530,6.695,9.816
ENSG00000072778,318.7,229.0
ENSG00000181885,46.82,47.03
ENSG00000187838,2.373,3.657
ENSG00000239697,51.14,45.03
ENSG00000161955,15.03,11.93
ENSG00000141510,3.474,4.032
ENSG00000220205,6.154,4.453
ENSG00000178999,3.257,1.534
ENSG00000161970,18.71,28.84
ENSG00000065559,23.63,23.13
ENSG00000006744,4.126,1.855
ENSG00000170315,1183.0,1308.0
ENSG00000142494,24.37,27.98
ENSG00000072210,197.6,189.7
ENSG00000124422,51.63,42.5
ENSG00000109084,241.7,298.5
ENSG00000109072,1125.0,1009.0
ENSG00000109107,23.46,25.01
ENSG00000076382,8.427,6.599
ENSG00000007202,23.35,19.44
ENSG00000196535,0.4453,0.4195
ENSG00000108578,8.83,4.708
ENSG00000185862,92.03,96.75
ENSG00000178691,33.68,30.92
ENSG00000176749,0.7446,0.9469
ENSG00000108691,148.4,151.7
ENSG00000108700,12.04,11.97
ENSG00000172123,0.213,0.2006
ENSG00000006125,2.933,0.746
ENSG00000276409,7.912,4.119
ENSG00000275718,5.883,0.9236
ENSG00000277632,262.2,135.1
ENSG00000275302,145.6,64.18
ENSG00000276085,0.9805,0.6927
ENSG00000275700,22.37,29.24
ENSG00000276023,10.11,11.99
ENSG00000277791,242.6,249.5
ENSG00000276293,0.3821,0.45
ENSG00000108298,955.0,1082.0
ENSG00000125686,22.01,22.31
ENSG00000141736,28.44,29.97
ENSG00000141738,0.4316,1.423
ENSG00000073605,28.05,15.61
ENSG00000172057,117.3,176.1
ENSG00000108344,8.056,10.12
ENSG00000008838,20.95,21.06
ENSG00000126368,14.03,5.989
ENSG00000108349,1.429,1.767
ENSG00000171475,4.875,4.616
ENSG00000094804,3.903,0.5745
ENSG00000131759,9.609,13.58
ENSG00000131747,0.5941,0.4663
ENSG00000141753,125.0,169.9
ENSG00000171345,5.807,5.861
ENSG00000131473,21.43,36.37
ENSG00000173757,23.86,22.98
ENSG00000168610,1.363,1.712
ENSG00000068120,43.41,46.01
ENSG00000131462,66.49,72.85
ENSG00000126581,45.6,48.32
ENSG00000131467,4.739,9.523
ENSG00000131469,277.2,282.4
ENSG00000108828,8.118,16.9
ENSG00000012048,1.539,0.3749
ENSG00000108861,115.9,124.5
ENSG00000030582,41.74,43.74
ENSG00000186566,0.6104,1.469
ENSG00000136448,11.08,12.13
ENSG00000225190,2.791,1.368
ENSG00000186868,1.78,1.981
ENSG00000167183,3.752,0.3314
ENSG00000002919,0.6112,1.295
ENSG00000121073,46.07,51.35
ENSG00000108821,3.043,2.013
ENSG00000108846,78.82,83.27
ENSG00000239672,495.1,540.5
ENSG00000121058,26.56,32.78
ENSG00000153944,1.585,1.634
ENSG00000108384,2.79,3.263
ENSG00000141367,141.7,154.1
ENSG00000062725,22.75,26.0
ENSG00000170836,0.4721,0.3335
ENSG00000136492,0.1279,0.1355
ENSG00000087995,2.737,4.082
ENSG00000146872,0.9829,0.9502
ENSG00000008283,6.457,4.482
ENSG00000159640,11.41,14.42
ENSG00000198231,1.941,2.853
ENSG00000108604,40.16,30.61
ENSG00000261371,22.9,26.89
ENSG00000271605,2.723,1.332
ENSG00000256525,6.317,3.09
ENSG00000154229,2.077,1.141
ENSG00000197170,57.48,65.64
ENSG00000130935,13.3,11.24
ENSG00000196704,11.19,10.49
ENSG00000141337,1.834,3.349
ENSG00000108946,355.1,444.5
ENSG00000070540,1.378,1.704
ENSG00000108950,10.5,13.98
ENSG00000154262,0.3509,0.425
ENSG00000161509,0.3168,0.06394
ENSG00000167862,81.01,57.48
ENSG00000125450,3.986,5.033
ENSG00000161533,100.7,94.13
ENSG00000070731,4.295,5.31
ENSG00000070495,13.3,12.71
ENSG00000161547,139.3,102.5
ENSG00000167900,5.899,3.527
ENSG00000089685,0.9582,0.1934
ENSG00000108669,0.6696,0.7569
ENSG00000035862,4.315,2.528
ENSG00000171302,9.094,9.257
ENSG00000171298,11.76,12.52
ENSG00000176108,28.0,18.22
ENSG00000262814,344.0,317.0
ENSG00000185624,10.46,11.6
ENSG00000169733,42.87,33.17
ENSG00000169727,127.7,133.6
ENSG00000169710,175.9,180.1
ENSG00000101557,90.84,112.9
ENSG00000176890,114.5,105.1
ENSG00000132199,0.1001,0.1414
ENSG00000080986,0.904,1.533
ENSG00000101608,7.302,6.632
ENSG00000178127,236.7,252.9
ENSG00000168461,21.92,12.42
ENSG00000176014,11.84,5.579
ENSG00000101654,4.095,2.854
ENSG00000141448,25.75,33.22
ENSG00000141458,1.079,1.888
ENSG00000053747,0.9069,1.41
ENSG00000170558,103.6,123.9
ENSG00000134757,0.5502,0.2915
ENSG00000046604,8.54,8.931
ENSG00000118271,145900.0,116700.0
ENSG00000078142,6.323,5.272
ENSG00000152240,13.14,20.51
ENSG00000265681,98.93,85.42
ENSG00000154839,0.3985,0.3753
ENSG00000082212,11.8,12.94
ENSG00000141646,2.366,2.786
ENSG00000091157,3.473,4.369
ENSG00000172175,10.16,7.629
ENSG00000119541,7.365,8.068
ENSG00000133313,0.1939,0.8218
ENSG00000180448,0.4576,0.2155
ENSG00000099817,3.943,3.774
ENSG00000167468,1115.0,1199.0
ENSG00000099622,10.1,7.822
ENSG00000104886,14.08,17.9
ENSG00000099860,25.56,19.58
ENSG00000186300,3.639,4.828
ENSG00000088256,1.009,0.7777
ENSG00000060558,3.044,4.779
ENSG00000064961,6.428,13.49
ENSG00000167658,915.5,910.8
ENSG00000178078,166.9,149.0
ENSG00000130255,296.2,379.8
ENSG00000125730,1073.0,964.9
ENSG00000090674,21.58,26.32
ENSG00000076944,27.79,21.55
ENSG00000183019,6.759,14.95
ENSG00000066044,1.524,0.4485
ENSG00000167775,37.73,57.21
ENSG00000133246,3.039,1.582
ENSG00000127452,10.4,11.57
ENSG00000127445,39.46,46.98
ENSG00000130816,0.3638,0.9252
ENSG00000090339,18.14,28.56
ENSG00000079999,17.24,22.57
ENSG00000129354,0.9624,0.5439
ENSG00000127616,15.17,16.58
ENSG00000130164,27.72,32.06
ENSG00000104774,81.71,70.69
ENSG00000171223,2.52,1.781
ENSG00000167815,1031.0,980.5
ENSG00000104889,0.7616,1.076
ENSG00000179218,1446.0,1164.0
ENSG00000160888,59.57,83.4
ENSG00000072062,38.63,25.94
ENSG00000105011,6.145,1.929
ENSG00000123146,14.53,8.865
ENSG00000160951,1.904,2.306
ENSG00000132002,0.6675,1.482
ENSG00000074181,0.2657,0.6883
ENSG00000105127,29.16,23.86
ENSG00000011243,0.1735,0.9808
ENSG00000186529,5.47,3.182
ENSG00000186115,264.9,274.9
ENSG00000105072,4.254,4.884
ENSG00000085872,4.528,5.198
ENSG00000160113,10.87,24.08
ENSG00000130304,8.588,5.933
ENSG00000130475,0.8563,1.21
ENSG00000096996,0.3711,0.2622
ENSG00000216490,2690.0,2455.0
ENSG00000105650,0.3751,0.7067
ENSG00000130513,152.0,162.1
ENSG00000221983,366.2,370.3
ENSG00000186010,706.0,691.1
ENSG00000064547,1.82,1.286
ENSG00000197124,0.4196,0.2965
ENSG00000288920,1.032,0.9378
ENSG00000169021,48.08,42.77
ENSG00000105171,10.98,8.712
ENSG00000245848,391.4,424.4
ENSG00000166398,5.577,5.687
ENSG00000105220,34.88,50.75
ENSG00000105707,828.7,796.7
ENSG00000105699,19.4,23.36
ENSG00000126267,203.2,266.0
ENSG00000205155,39.33,36.24
ENSG00000126264,283.1,262.0
ENSG00000011600,1074.0,976.6
ENSG00000105258,0.8677,1.226
ENSG00000254004,0.2366,0.3343
ENSG00000197050,0.4907,1.135
ENSG00000099341,195.1,140.5
ENSG00000178982,448.6,516.4
ENSG00000104823,190.4,209.8
ENSG00000104825,10.76,10.07
ENSG00000130669,2.765,1.328
ENSG00000130755,31.3,39.8
ENSG00000006712,2.71,11.01
ENSG00000128016,2.2,1.865
ENSG00000105202,19.2,19.52
ENSG00000197019,29.14,23.98
ENSG00000086544,28.92,32.19
ENSG00000077312,52.67,35.72
ENSG00000255974,1014.0,1686.0
ENSG00000198077,1.087,1.355
ENSG00000197408,123.9,116.4
ENSG00000197838,0.6552,1.851
ENSG00000077348,1.926,5.442
ENSG00000079462,71.76,66.57
ENSG00000073008,49.17,53.79
ENSG00000130203,2008.0,1736.0
ENSG00000130208,21480.0,22070.0
ENSG00000104856,15.54,8.833
ENSG00000125744,2.197,2.388
ENSG00000160014,10.88,12.3
ENSG00000105327,45.78,39.77
ENSG00000197405,8.367,6.259
ENSG00000178980,366.1,510.1
ENSG00000105398,962.3,834.3
ENSG00000105486,2.228,1.282
ENSG00000174951,0.5415,1.148
ENSG00000105550,4.28,7.257
ENSG00000105552,1.927,0.7426
ENSG00000087088,460.3,421.9
ENSG00000104894,33.27,37.56
ENSG00000104872,6.843,11.6
ENSG00000142541,87.88,97.95
ENSG00000142546,41.56,56.75
ENSG00000039650,59.95,50.2
ENSG00000213024,11.66,9.601
ENSG00000169136,291.9,306.1
ENSG00000131408,78.91,81.82
ENSG00000167751,0.9096,0.3672
ENSG00000105379,282.1,305.0
ENSG00000171051,2.147,2.482
ENSG00000105568,25.82,24.97
ENSG00000125505,3.217,2.598
ENSG00000131042,0.8509,2.061
ENSG00000108107,301.0,326.3
ENSG00000152433,0.2684,0.1896
ENSG00000256060,1.033,0.73
ENSG00000083828,5.588,0.4785
ENSG00000198466,17.14,10.25
ENSG00000171606,16.72,16.09
ENSG00000083845,892.7,684.6
ENSG00000101255,100.3,151.0
ENSG00000271303,4.105,4.297
ENSG00000125818,19.84,18.53
ENSG00000088832,9.239,12.24
ENSG00000125835,4.618,5.019
ENSG00000101361,100.4,118.0
ENSG00000101200,1.431,1.769
ENSG00000215251,9.603,11.08
ENSG00000101224,5.894,6.837
ENSG00000132646,1.648,1.165
ENSG00000132639,1.875,0.3532
ENSG00000173418,24.32,10.79
ENSG00000088930,38.15,37.55
ENSG00000170373,1.517,29.3
ENSG00000101003,0.9472,0.2677
ENSG00000125968,6.291,10.22
ENSG00000171552,157.4,184.9
ENSG00000088325,5.027,2.78
ENSG00000101336,20.1,19.1
ENSG00000125977,57.16,57.01
ENSG00000101444,45.78,30.07
ENSG00000101460,287.5,331.8
ENSG00000101000,3.456,5.258
ENSG00000061656,8.013,15.65
ENSG00000171222,21.89,24.82
ENSG00000101335,7.864,4.289
ENSG00000197122,1.585,2.357
ENSG00000166619,1.181,1.82
ENSG00000053438,0.3053,0.4314
ENSG00000101447,1.475,1.515
ENSG00000132793,1.356,0.9079
ENSG00000183798,1.926,1.289
ENSG00000101049,43.27,24.19
ENSG00000101057,1.384,0.3911
ENSG00000101076,15.12,14.44
ENSG00000168734,1.608,0.2525
ENSG00000166913,103.1,94.19
ENSG00000025772,11.72,17.63
ENSG00000244274,9.301,8.363
ENSG00000100985,350.6,224.4
ENSG00000101017,5.073,7.923
ENSG00000124151,6.927,4.622
ENSG00000158470,1.465,6.441
ENSG00000172216,90.81,76.26
ENSG00000196396,1.997,1.747
ENSG00000087586,0.8825,0.5344
ENSG00000101146,26.87,27.24
ENSG00000124164,2.735,3.119
ENSG00000215440,7.917,5.479
ENSG00000087460,258.3,265.5
ENSG00000101166,79.24,88.31
ENSG00000101182,244.1,251.8
ENSG00000101190,0.07619,0.1077
ENSG00000149658,10.58,16.59
ENSG00000101204,6.302,5.447
ENSG00000101150,4.004,6.789
ENSG00000171703,5.509,3.075
ENSG00000180530,8.893,7.602
ENSG00000154723,8.89,5.981
ENSG00000142192,180.4,277.0
ENSG00000156299,2.823,4.099
ENSG00000142168,3714.0,4337.0
ENSG00000142166,25.85,25.36
ENSG00000243927,382.7,369.3
ENSG00000159228,490.1,494.4
ENSG00000159231,1.076,2.28
ENSG00000185808,0.8308,2.739
ENSG00000183527,50.61,72.04
ENSG00000182093,9.167,12.82
ENSG00000182240,0.8528,0.241
ENSG00000157601,5.727,12.56
ENSG00000157617,3.158,3.363
ENSG00000160179,0.3686,0.8995
ENSG00000160182,14.84,3.312
ENSG00000160185,1.031,0.1942
ENSG00000160194,54.96,71.87
ENSG00000234289,79.01,39.54
ENSG00000160208,4.315,7.914
ENSG00000141959,18.67,15.75
ENSG00000160255,26.59,21.86
ENSG00000160285,0.4551,0.2143
ENSG00000160307,9.03,0.4253
ENSG00000099968,45.93,54.94
ENSG00000015475,51.73,39.41
ENSG00000184979,26.07,39.53
ENSG00000185608,9.18,8.555
ENSG00000184113,2.326,0.4694
ENSG00000184702,0.3194,1.579
ENSG00000184470,31.71,29.69
ENSG00000093010,99.8,98.76
ENSG00000241973,6.712,8.019
ENSG00000099942,24.32,27.25
ENSG00000100030,12.26,14.83
ENSG00000100121,29.54,25.61
ENSG00000240972,205.6,177.5
ENSG00000128271,0.1316,0.372
ENSG00000100028,109.5,114.5
ENSG00000100031,13.6,11.82
ENSG00000183765,8.742,3.134
ENSG00000100285,1.418,0.4293
ENSG00000184117,6.492,0.8094
ENSG00000100225,173.6,207.7
ENSG00000100234,61.24,13.46
ENSG00000100292,149.1,140.8
ENSG00000100353,28.7,23.49
ENSG00000100365,18.5,8.795
ENSG00000100368,3.016,2.95
ENSG00000128311,1202.0,1304.0
ENSG00000128340,70.2,26.69
ENSG00000189060,88.75,66.9
ENSG00000100139,0.1993,0.1878
ENSG00000185022,20.81,18.24
ENSG00000213923,0.1318,0.5587
ENSG00000239713,0.3079,0.29
ENSG00000100311,2.337,2.153
ENSG00000100316,1200.0,1321.0
ENSG00000128272,34.17,39.49
ENSG00000239900,0.6177,1.2
ENSG00000100387,6.905,3.717
ENSG00000100393,20.45,17.07
ENSG00000100410,62.05,68.08
ENSG00000100197,146.2,113.5
ENSG00000241484,12.03,9.445
ENSG00000186951,17.75,20.5
ENSG00000100422,0.08564,0.121
ENSG00000184164,55.59,49.58
ENSG00000188130,18.97,26.51
ENSG00000169100,47.81,51.28
ENSG00000157399,10.36,7.885
ENSG00000101825,0.07841,0.1108
ENSG00000183943,1.764,1.602
ENSG00000196664,0.6146,1.954
ENSG00000101916,0.1705,0.2409
ENSG00000165197,0.3716,0.2625
ENSG00000130234,1.336,0.111
ENSG00000173674,27.78,29.41
ENSG00000130066,3399.0,3014.0
ENSG00000169297,1.272,0.8987
ENSG00000165168,38.65,51.06
ENSG00000165169,130.1,162.3
ENSG00000101955,11.21,4.096
ENSG00000147044,2.939,5.872
ENSG00000189221,56.12,60.42
ENSG00000069535,8.884,13.85
ENSG00000102265,34.03,32.16
ENSG00000147155,799.2,1053.0
ENSG00000101945,2.517,1.245
ENSG00000094631,53.43,53.4
ENSG00000126768,5.591,19.26
ENSG00000243279,52.16,38.79
ENSG00000102007,89.91,81.24
ENSG00000012211,34.64,31.3
ENSG00000224659,0.6732,0.9511
ENSG00000274274,0.7079,1.0
ENSG00000236362,0.6428,0.9082
ENSG00000215269,0.6779,0.9579
ENSG00000189064,0.7092,1.002
ENSG00000072501,1.006,1.203
ENSG00000072506,70.25,50.19
ENSG00000188021,55.1,42.9
ENSG00000131089,3.109,3.839
ENSG00000184675,2.149,1.615
ENSG00000155659,1.929,2.725
ENSG00000169083,3.068,2.211
ENSG00000079482,0.1816,0.6158
ENSG00000184481,7.989,13.8
ENSG00000147168,12.28,3.894
ENSG00000067177,1.729,1.145
ENSG00000102144,351.2,379.9
ENSG00000000003,0.8574,2.302
ENSG00000010671,4.968,4.211
ENSG00000241343,6.566,9.278
ENSG00000185222,131.2,182.8
ENSG00000166681,437.9,443.8
ENSG00000133142,133.1,171.5
ENSG00000123562,156.6,134.3
ENSG00000157514,16.07,20.18
ENSG00000101843,38.83,41.41
ENSG00000268104,0.08474,0.3592
ENSG00000131724,36.83,35.17
ENSG00000101856,414.6,318.7
ENSG00000005022,909.9,836.1
ENSG00000077721,6.709,17.74
ENSG00000125356,1714.0,1691.0
ENSG00000101966,1.379,1.445
ENSG00000122122,22.01,28.59
ENSG00000156697,5.439,3.477
ENSG00000156709,97.92,108.7
ENSG00000102078,1.405,0.7938
ENSG00000165704,38.85,41.66
ENSG00000102241,41.14,50.13
ENSG00000101974,1.152,1.061
ENSG00000269556,17.98,22.97
ENSG00000147383,12.74,17.75
ENSG00000130821,1.623,1.079
ENSG00000198910,0.7378,0.2085
ENSG00000196924,32.47,31.78
ENSG00000071553,115.2,105.8
ENSG00000196976,40.91,28.61
ENSG00000160211,3.077,6.522
ENSG00000269335,9.181,14.51
ENSG00000155959,6.582,8.237
ENSG00000124333,74.85,73.59
ENSG00000129824,80.5,105.1
ENSG00000114374,1.45,1.078
ENSG00000067048,7.442,7.638
ENSG00000012817,9.391,7.573
ENSG00000198692,9.856,8.123
